STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (Âµmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year,date
2709.0,KUNDALIKA AT ROHA CITY,MAHARASHTRA,30.2,9.8,8.0,6463.3,40.4,0.3,2942.3,14184.7,2024,2024-03-08
1024.0,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",PUNJAB,28.1,3.1,7.2,16834.6,84.1,0.4,6830.9,75801.9,2024,2024-03-09
3305.0,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),MADHYA PRADESH,19.5,3.6,8.0,7419.0,48.2,5.5,23273.9,8323.7,2024,2024-03-10
1717.0,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",RAJASTHAN,21.7,6.1,7.0,11614.5,52.6,9.3,50101.0,7727.1,2024,2024-03-11
1455.0,UMTREW AT BYRNIHAT EAST,ODISHA,27.5,8.6,6.4,16519.9,78.3,7.6,10987.8,30775.9,2024,2024-03-12
2709.0,GHAGGAR GHNAN2 AT CHANDARPUR ,MAHARASHTRA,20.6,3.5,5.9,3887.4,72.1,8.6,14217.0,34076.4,2024,2024-03-13
2709.0,NAGAVALLI AT RAYAGADA D/S,MAHARASHTRA,21.3,8.6,5.8,9765.6,70.6,9.0,29945.3,12254.0,2024,2024-03-14
17.0,CHALAKUDY AT PULICKALKANANDAVU,KERALA,23.3,3.4,7.7,6845.7,43.7,0.4,33081.3,43514.9,2024,2024-03-15
1726.0,"BUGI RIVER AT DALU, SOUTH GARO HILLS",TRIPURA,18.5,6.4,7.6,5714.7,26.4,5.2,16880.8,83591.5,2024,2024-03-16
1393.0,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",DAMAN & DIU,27.6,8.9,6.3,1477.6,22.9,9.5,32746.7,29727.9,2024,2024-03-17
1328.0,"MANIMALA AT THONDRA, KERALA",TAMILNADU,29.2,8.7,7.5,9597.2,10.5,2.6,28334.9,36003.8,2024,2024-03-18
1685.0,IRIL AT LILONG,PONDICHERRY,17.3,2.4,7.1,1827.3,23.2,2.1,3092.9,69100.3,2024,2024-03-19
1455.0,"KHUJAIROK, MOREH (CHANDEL)",ODISHA,20.7,3.4,6.0,1715.1,78.9,6.1,18924.7,43329.4,2024,2024-03-20
3080.0,RIVER PERIYAR AT MUPPATHADAM,ANDHRA PRADESH,23.1,8.3,6.2,7910.1,7.0,8.8,45191.2,62363.2,2024,2024-03-21
1717.0,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",RAJASTHAN,20.8,3.1,5.8,8619.3,19.3,7.1,42282.4,6393.7,2024,2024-03-22
3365.0,"MANIMALA AT THONDRA, KERALA",MEGHALAYA,22.6,7.2,6.9,6910.4,6.9,1.5,38850.5,38847.5,2024,2024-03-23
1885.0,R PULLUR AT PULLUR BR.,HARYANA,17.0,9.3,7.2,6336.5,28.5,3.6,18655.7,17977.4,2024,2024-03-24
1726.0,"VAITARNA NR RD BDG, GANDHARE VILLAGE, WADA, THANE.",TRIPURA,25.4,6.5,7.4,16980.2,66.8,3.5,50522.2,15974.6,2024,2024-03-25
17.0,IRANG RIVER AT TAMENGLONG ,KERALA,29.3,7.9,7.1,8275.4,38.4,10.6,51850.5,4165.5,2024,2024-03-26
3080.0,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",ANDHRA PRADESH,17.2,9.9,7.0,14359.9,61.8,5.5,38523.9,13279.7,2024,2024-03-27
3305.0,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MADHYA PRADESH,20.0,8.5,7.1,13164.3,25.2,11.1,747.8,15477.3,2024,2024-03-28
1717.0,RIVER PERIYAR AT PATHALAM,RAJASTHAN,29.9,4.7,8.4,1363.9,56.4,8.5,50719.9,163.0,2024,2024-03-29
3080.0,"U/S DHAKANSU NALLAH, PUNJAB",ANDHRA PRADESH,24.3,2.9,7.8,15136.6,36.0,3.7,22450.1,80101.2,2024,2024-03-30
1726.0,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,TRIPURA,29.8,8.8,6.6,14497.5,54.2,1.7,52375.1,3801.6,2024,2024-03-31
1892.0,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",KARNATAKA,17.4,3.8,6.8,10102.8,59.6,7.4,32962.7,35799.0,2024,2024-04-01
1543.0,"GHAGGER AT MOONAK, PUNJAB",GOA,24.3,7.7,5.7,14468.3,44.1,6.5,31101.7,14033.3,2024,2024-04-02
1328.0,"KYNSHI RIVER AT NANGKHNUM, WEST KHASI HILLS",TAMILNADU,26.6,3.4,5.7,14254.6,13.1,2.2,24377.5,68047.8,2024,2024-04-03
1643.0,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNADU",ORISSA,26.6,7.0,7.9,233.3,70.3,6.9,4906.6,49699.0,2024,2024-04-04
1885.0,"JAWAI AT JAWAI DAM, SIROHI",HARYANA,29.1,3.5,7.9,5559.5,60.0,0.3,8628.2,11605.4,2024,2024-04-05
1328.0,RIVER MANDOVI AT IFFI JETTY,TAMILNADU,32.8,9.9,6.3,13722.1,42.0,2.1,12812.3,26572.7,2024,2024-04-06
1643.0,R KUPPAM AT RAYAROM,ORISSA,26.4,8.0,6.8,5353.0,6.4,5.4,491.2,9139.3,2024,2024-04-07
1455.0,"CHAKPIAT CHAKPIKARONG, CHANDEL",ODISHA,22.4,4.8,7.0,15831.2,35.0,5.3,18214.4,19627.1,2024,2024-04-08
3080.0,"THOUBAL RIVER AT YAIRIPOK, THOUBAL",ANDHRA PRADESH,24.6,7.4,7.5,1695.7,71.3,2.3,10410.2,1215.9,2024,2024-04-09
3305.0,UMKHEN AT WAHKDAIT,MADHYA PRADESH,30.7,5.4,8.3,15428.6,46.0,8.8,30833.3,37192.0,2024,2024-04-10
2709.0,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,24.7,7.3,7.8,14168.4,78.5,4.8,13418.4,68654.2,2024,2024-04-11
3365.0,"AMBA AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MEGHALAYA,22.9,8.4,6.1,4573.4,57.6,4.2,31005.5,5559.0,2024,2024-04-12
1246.0,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GUJARAT,21.6,5.0,5.7,7473.8,27.7,11.5,17574.3,40488.0,2024,2024-04-13
1892.0,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",KARNATAKA,27.3,5.4,5.7,2932.7,79.2,10.9,36745.8,44063.0,2024,2024-04-14
2870.0,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MANIPUR,23.0,6.5,7.0,13868.9,84.6,5.4,22309.4,13126.4,2024,2024-04-15
2709.0,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",MAHARASHTRA,27.9,7.5,7.6,4675.1,43.2,11.1,24922.5,38377.5,2024,2024-04-16
17.0,R KADAMBAYAR AT MANCKAKADAVU,KERALA,30.5,3.1,7.7,3156.4,48.7,6.3,50638.5,8419.0,2024,2024-04-17
1455.0,"D/S JHARMAL NADI, PUNJAB",ODISHA,26.9,9.7,7.2,12981.5,57.6,0.6,13241.9,68345.0,2024,2024-04-18
3305.0,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI",MADHYA PRADESH,27.8,2.5,6.3,11069.1,46.2,5.3,42842.8,77301.6,2024,2024-04-19
1024.0,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",PUNJAB,23.6,4.5,5.7,6174.2,61.1,1.7,12240.5,47083.7,2024,2024-04-20
2052.0,PERIYAR AT KALADY,MIZORAM,19.7,5.9,6.3,8788.6,40.2,11.4,8336.6,2856.9,2024,2024-04-21
2709.0,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,27.1,8.0,6.0,4720.8,48.8,0.6,25561.4,74069.8,2024,2024-04-22
1246.0,RIVER GHAGGAR AT D/S OF SURAJPUR,GUJARAT,17.1,2.8,5.6,9496.6,68.5,5.2,10582.9,60918.8,2024,2024-04-23
1393.0,"THOUBAL R AT PHADOM, THOUBAL",DAMAN & DIU,23.2,5.0,7.6,10650.7,50.2,11.7,35052.9,46769.6,2024,2024-04-24
3305.0,"NAGAVALLI AT JAYKAYPUR D/S, ODISHA",MADHYA PRADESH,29.2,8.4,7.8,16929.6,66.3,0.5,18508.6,63768.0,2014,2014-12-28
1404.0,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",TRIPURA,21.8,5.8,7.0,4807.1,9.6,8.0,16741.9,37045.7,2014,2014-12-29
2426.0,CHALIYAR AT KOOLIMADU,ODISHA,26.5,3.8,7.4,7052.4,44.6,4.8,51147.4,61769.1,2014,2014-12-30
2164.0,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",MAHARASHTRA,23.4,5.0,7.7,11106.4,58.5,10.4,1778.2,5043.8,2014,2014-12-31
3029.0,R MOGRAL AT MOGRAL BR.,TAMILNADU,26.4,4.6,5.7,13090.1,56.5,2.2,43719.6,55297.4,2015,2015-01-01
1150.0,"PEHLAR DAM ON PEHLAR RIVER INLET OF WATER WORKS, VASAI, THANE.",GUJARAT,19.4,5.7,7.6,10997.2,70.9,6.2,30496.9,35679.7,2015,2015-01-02
1870.0,RIVER TALPONA AT CANACONA,HIMACHAL PRADESH,19.6,4.1,6.6,17941.8,30.1,10.9,26004.7,42453.7,2015,2015-01-03
1870.0,"BARAK RIVER NR NONEY VILL., TAMENGLONG",HIMACHAL PRADESH,27.1,6.3,6.0,18476.2,37.1,0.6,11343.4,22869.4,2015,2015-01-04
1295.0,IMPHAL AT MAHABALI,PUNJAB,21.1,9.5,8.0,13882.0,45.5,10.8,49845.3,37556.4,2015,2015-01-05
2426.0,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE),PATHANAMTHITTA",ORISSA,31.1,8.2,7.1,14274.7,43.6,5.6,27000.3,5007.9,2015,2015-01-06
3080.0,"PEHLAR DAM ON PEHLAR RIVER INLET OF WATER WORKS, VASAI, THANE.",ANDHRA PRADESH,26.8,6.3,5.6,3716.2,14.8,3.4,24204.1,41869.8,2015,2015-01-07
3353.0,"UMTREW RIVER AT UMRAN, RINAN BHOI",MEGHALAYA,22.2,6.7,6.7,18433.8,52.0,11.1,42111.3,59989.1,2015,2015-01-08
2948.0,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD",RAJASTHAN,18.4,6.7,8.3,9561.3,71.6,5.3,35995.4,32624.1,2015,2015-01-09
2426.0,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNADU",ORISSA,27.4,6.1,8.1,8850.5,24.8,4.8,8612.0,8971.1,2015,2015-01-10
1870.0,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER",HIMACHAL PRADESH,32.7,8.1,6.3,6866.2,30.9,4.2,44016.4,13668.9,2015,2015-01-11
2838.0,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",MANIPUR,31.0,8.2,6.4,15855.3,80.9,5.5,1808.3,57783.1,2015,2015-01-12
3029.0,BALEHWAR KHADI AT N.H. NO 8,TAMILNADU,23.1,5.1,7.8,18112.6,30.6,0.6,16451.3,80917.7,2015,2015-01-13
1150.0,GHAGGAR AT D/S SARDULGARH,GUJARAT,22.2,8.0,8.2,10323.2,31.2,6.6,4931.0,59068.8,2015,2015-01-14
1404.0,"RUSHIKULYA AT GANJAM U/S, ODISHA",TRIPURA,24.3,5.2,8.1,9927.9,58.2,7.9,26879.6,52724.1,2015,2015-01-15
2948.0,RIVER TIRACOL AT TIRACOL,RAJASTHAN,26.7,3.6,7.5,3899.5,17.7,7.9,26898.6,43355.8,2015,2015-01-16
3029.0,R KUPPAM AT RAYAROM,TAMILNADU,17.6,7.7,6.6,8564.4,35.8,6.6,2107.1,21691.5,2015,2015-01-17
2445.0,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",PONDICHERRY,25.2,3.0,5.8,8308.0,45.1,2.6,14791.6,44859.4,2015,2015-01-18
2948.0,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",RAJASTHAN,17.3,7.2,6.7,14334.8,83.0,0.6,42185.8,39063.3,2015,2015-01-19
1885.0,"PEHLAR DAM ON PEHLAR INLET OF WATER WORKS, VASAI, THANE.",HARYANA,18.3,8.1,7.9,12462.3,87.7,11.5,48578.1,23820.6,2015,2015-01-20
2164.0,R KARINGODE AT KAKKADAVU,MAHARASHTRA,24.8,8.9,5.8,1300.7,11.5,2.3,41468.9,41491.8,2015,2015-01-21
1295.0,"KHUJAIROK, MOREH (CHANDEL)",PUNJAB,31.7,7.0,6.1,10746.7,42.2,10.6,37784.0,58088.6,2015,2015-01-22
3353.0,R THALLASSERY AT PATHIPPALAM,MEGHALAYA,22.1,2.6,8.4,3106.2,78.0,3.3,32671.4,16924.7,2015,2015-01-23
2331.0,KHANDEPAR AT OPA NAN PONDA,KERALA,20.3,6.4,8.3,7113.9,21.9,10.0,45417.6,32078.1,2015,2015-01-24
3029.0,RIVER PERIYAR AT PATHALAM,TAMILNADU,21.1,7.9,7.8,9337.8,33.1,6.6,49892.2,39390.5,2015,2015-01-25
2050.0,UMTREW AT BYRNIHAT EAST,MIZORAM,21.2,9.6,6.0,18458.4,59.2,6.4,5513.5,3048.3,2015,2015-01-26
2426.0,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,ORISSA,24.3,6.1,5.8,5986.4,14.7,4.2,26592.3,43615.2,2015,2015-01-27
1404.0,"GHAGGAR NEAR BANKARPUR,DERA BASSI",TRIPURA,18.0,2.6,7.0,17820.3,9.7,11.1,48134.6,9544.1,2015,2015-01-28
2164.0,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",MAHARASHTRA,31.8,6.0,7.1,3193.1,62.7,10.9,14815.0,59095.4,2015,2015-01-29
2838.0,GHAGGAR AT D/S CHHATBIR,MANIPUR,27.1,9.0,7.0,10252.0,34.5,5.6,43320.9,36289.0,2015,2015-01-30
1393.0,KALNA AT CHANDELNAN PERNEM,DAMAN & DIU,32.4,9.9,7.8,1166.5,47.7,5.8,24847.5,45232.6,2015,2015-01-31
1404.0,RUSHIKULYA AT GANJAM U/S,TRIPURA,27.2,8.9,6.6,5160.7,44.3,0.4,43731.6,59305.8,2015,2015-02-01
3305.0,R BHARATHAPUZHA AT KUTTIPPURAM,MADHYA PRADESH,30.4,7.1,7.0,12534.0,62.7,0.7,21883.7,33079.3,2015,2015-02-02
1885.0,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",HARYANA,25.7,8.5,6.9,7236.3,33.2,6.4,29971.5,50898.5,2015,2015-02-03
1476.0,TAMBIRAPARANI AT MURAPPANADU,GOA,22.7,4.7,7.9,4061.0,82.3,10.6,11778.1,7895.3,2015,2015-02-04
1476.0,"THOUBAL RIVER AT YAIRIPOK, THOUBAL",GOA,19.8,3.9,6.8,2609.3,77.4,1.1,14418.3,8630.9,2015,2015-02-05
1404.0,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TRIPURA,22.4,5.1,5.8,1657.0,31.2,5.5,52052.9,24800.7,2015,2015-02-06
2780.0,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNATAKA,17.7,4.2,5.7,4105.9,50.6,6.8,46892.9,49817.1,2015,2015-02-07
1885.0,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",HARYANA,17.5,5.0,7.8,10345.1,60.0,10.0,15728.7,83316.2,2015,2015-02-08
1295.0,GHAGGAR AT U/S DHAKANSU NALLAH,PUNJAB,29.8,5.3,6.9,11952.7,21.6,10.2,46778.3,81735.4,2015,2015-02-09
2426.0,CHANDRAGIRI AT PADIYATHADKA,ODISHA,32.0,5.4,7.5,9347.7,61.7,2.0,46747.9,57651.9,2015,2015-02-10
2426.0,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",ORISSA,17.3,6.4,6.2,16422.5,85.8,0.4,45519.4,85324.1,2015,2015-02-11
3353.0,CHALIYAR AT KOOLIMADU,MEGHALAYA,20.7,3.3,6.2,8803.4,75.4,4.9,10518.3,23352.6,2015,2015-02-12
2948.0,"IMPHAL AT KANGLA MOAT, IMPHAL WEST",RAJASTHAN,21.4,4.9,7.4,2000.7,85.0,0.9,25729.4,14949.2,2015,2015-02-13
2948.0,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,23.2,9.9,5.6,11640.2,0.7,9.8,47739.8,46397.5,2015,2015-02-14
1885.0,"BICHOLIM VARAZAN NAGAR, BICHOLIM",HARYANA,24.8,3.1,7.1,13616.4,26.1,5.4,31621.3,38334.1,2015,2015-02-15
2838.0,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",MANIPUR,32.9,3.3,6.4,32.1,52.9,8.0,35209.9,63257.9,2015,2015-02-16
2426.0,DAMANGANGA AT D/S OF MADHUBAN,ORISSA,20.8,9.6,8.0,4896.2,64.4,2.8,15426.1,11859.3,2015,2015-02-17
2426.0,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",ORISSA,32.1,7.0,7.7,7290.9,32.8,8.6,50745.0,81642.2,2015,2015-02-18
3353.0,"R KADALUNDI AT THIRURANGADY, KERALA",MEGHALAYA,31.4,7.9,5.7,14000.8,80.1,1.5,3638.8,45566.3,2015,2015-02-19
1885.0,"ACHENKOIL AT CHENNITHULA, KERALA",HARYANA,17.4,6.8,6.5,11454.0,22.2,5.7,23664.4,46516.6,2015,2015-02-20
3305.0,SAVITRI RIVER AT OVALE VILLAGE.,MADHYA PRADESH,27.3,8.4,7.0,10876.6,34.0,6.2,14480.1,21231.4,2015,2015-02-21
2331.0,"U/S DHAKANSU NALLAH, PUNJAB",KERALA,21.0,7.9,6.0,6106.1,12.2,10.9,25495.8,4042.1,2015,2015-02-22
3029.0,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",TAMILNADU,32.1,8.1,6.0,3461.2,46.8,3.2,26290.3,304.9,2015,2015-02-23
2050.0,KUMARADHARA NAN U/S OF UPPINAGADY TOWN B/C WITH RIVER NETHRAVATHI,MIZORAM,26.1,4.6,7.9,14204.6,83.3,4.2,4242.6,67912.7,2015,2015-02-24
3305.0,"SAL AT ORLIM BRIDGE, ORLIM",MADHYA PRADESH,30.1,9.7,8.3,3176.1,79.1,9.4,30351.8,28554.6,2015,2015-02-25
1295.0,MITHI RIVER,PUNJAB,26.9,6.0,5.9,2347.2,39.9,6.2,36967.6,66320.2,2015,2015-02-26
2050.0,R BHARATHAPUZHA AT PATTAMBI,MIZORAM,25.0,8.5,6.2,16525.7,15.1,2.4,42227.2,69666.4,2015,2015-02-27
1295.0,"KHANDEPAR AT CODLI NR BDG, U/S OPA WATERWORKS,SANGUEM",PUNJAB,23.9,3.7,7.5,2568.9,15.9,7.6,34316.4,23792.1,2015,2015-02-28
1476.0,PERUVAMBA AT CHANDAPPURA,GOA,17.4,5.2,7.1,4679.5,77.5,8.1,49762.8,30041.2,2015,2015-03-01
2164.0,"IRIL AT KANGLA SIPHAI, IMPHAL EAST",MAHARASHTRA,23.4,5.9,6.4,6229.6,38.1,6.0,49953.6,83197.0,2015,2015-03-02
2164.0,NEELASWARAM AT NAMBIARKAL ,MAHARASHTRA,29.7,5.5,5.8,18406.7,57.9,3.8,28522.8,67630.4,2015,2015-03-03
2445.0,GHAGGAR AT D/S SARDULGARH,PONDICHERRY,21.5,3.4,7.2,348.9,53.2,11.4,17154.1,31592.6,2015,2015-03-04
1476.0,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR, RAJASTHAN",GOA,22.5,4.5,7.2,12725.1,78.3,9.3,13040.3,18296.6,2015,2015-03-05
2331.0,"KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,24.4,2.8,6.7,11516.6,11.2,5.8,44910.2,52159.3,2015,2015-03-06
3080.0,R MAMOM AT MAMOM BRIDGE,ANDHRA PRADESH,27.1,8.6,5.9,8746.0,38.2,1.8,2464.6,43051.1,2015,2015-03-07
2164.0,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,29.0,3.6,6.1,2629.6,78.0,6.9,17926.2,33145.9,2015,2015-03-08
3305.0,"R ITHIKKARA AT AYUR, KERALA",MADHYA PRADESH,19.5,7.1,6.6,18148.3,72.3,6.1,37384.6,46404.3,2015,2015-03-09
3353.0,R KADAMBAYAR AT BRAHMAPURAM,MEGHALAYA,19.6,8.2,6.3,4945.4,27.8,6.8,30701.6,35502.2,2015,2015-03-10
3305.0,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MADHYA PRADESH,21.7,6.3,6.0,7501.0,74.9,4.6,50562.3,78539.6,2015,2015-03-11
3080.0,GHAGGAR AT D/S DHAKANSU NALLAH,ANDHRA PRADESH,24.7,5.7,8.0,2206.7,82.0,1.1,4787.1,6498.2,2015,2015-03-12
3080.0,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",ANDHRA PRADESH,32.2,9.2,6.4,10333.3,45.6,3.7,43577.0,84986.6,2015,2015-03-13
2445.0,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,PONDICHERRY,18.6,4.0,6.8,5782.3,42.6,9.4,26166.7,78852.8,2015,2015-03-14
2331.0,"RIVER SAL AT ORLIM BRIDGE, ORLIM",KERALA,25.6,5.8,6.2,2088.4,29.7,10.5,19084.0,70747.0,2015,2015-03-15
2426.0,PERIYAR AT KALADY,ODISHA,26.0,4.3,7.0,9857.2,22.1,4.1,15658.6,70393.0,2015,2015-03-16
1476.0,"THOUBAL RIVER AT YAIRIPOK, THOUBAL",GOA,28.4,5.8,7.7,17941.2,38.9,6.4,7317.3,1831.7,2015,2015-03-17
1150.0,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",GUJARAT,23.0,2.8,6.5,2173.2,19.2,2.5,12727.0,75714.7,2015,2015-03-18
2426.0,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ODISHA,18.1,2.5,6.0,10533.6,16.0,1.4,42534.4,59252.9,2015,2015-03-19
2948.0,R KADAMBAYAR AT BRAHMAPURAM,RAJASTHAN,22.8,9.8,7.9,9262.4,79.0,9.2,167.1,37251.1,2015,2015-03-20
3080.0,"IMPHAL AT SAMUROU, IMPHAL WEST",ANDHRA PRADESH,27.0,4.6,7.7,12494.5,5.0,8.9,28.9,15108.4,2015,2015-03-21
1870.0,MAHE RIVER,HIMACHAL PRADESH,24.6,8.8,7.1,11989.7,5.0,7.2,46396.4,34524.2,2015,2015-03-22
1150.0,RUSHIKULYA AT GANJAM U/S,GUJARAT,18.7,6.9,5.7,7171.9,70.9,6.0,23879.7,72978.9,2015,2015-03-23
1870.0,IMPHAL AT MAHABALI,HIMACHAL PRADESH,23.9,4.8,6.6,4399.0,20.0,11.2,73.1,7407.3,2015,2015-03-24
3305.0,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",MADHYA PRADESH,25.0,5.1,6.6,16732.7,58.6,4.3,18102.7,76977.9,2015,2015-03-25
1150.0,"SURYA AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",GUJARAT,19.7,5.6,8.4,9988.5,21.4,6.7,44196.0,74724.3,2015,2015-03-26
3305.0,"JIRI RIVER AT JIRI, IMPHAL EAST",MADHYA PRADESH,32.9,3.2,7.8,14715.5,53.7,2.4,2360.7,58223.9,2015,2015-03-27
3305.0,RIVER DHADAR AT KOTHADA,MADHYA PRADESH,20.3,7.7,7.5,10337.7,81.6,4.0,15122.6,46926.9,2015,2015-03-28
2164.0,IMPHAL AT KYAMGEI,MAHARASHTRA,28.2,9.3,6.7,526.7,11.6,10.7,14883.4,86712.6,2015,2015-03-29
1393.0,"PAMBA AT CHENGANNUR, KERALA",DAMAN & DIU,23.9,3.4,8.3,2949.2,47.0,4.6,46125.2,6174.0,2015,2015-03-30
2426.0,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",ODISHA,21.8,2.5,6.0,5102.4,75.1,5.8,272.8,27671.0,2015,2015-03-31
2780.0,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",KARNATAKA,22.4,5.5,8.0,15135.9,6.6,6.3,40901.2,36026.0,2015,2015-04-01
2838.0,"IMPHAL AT KANGLA MOAT, IMPHAL WEST",MANIPUR,20.4,3.6,5.9,4007.6,9.1,1.2,35436.0,41418.9,2015,2015-04-02
2331.0,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",KERALA,32.4,9.4,7.3,10120.2,43.8,8.8,26312.2,7523.3,2015,2015-04-03
3353.0,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,20.3,7.4,6.5,620.2,6.4,7.9,52547.1,66844.1,2015,2015-04-04
2780.0,RIVER PERIYAR AT PATHALAM,KARNATAKA,26.5,8.4,6.8,12755.5,27.3,8.0,37862.4,44883.5,2015,2015-04-05
2050.0,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",MIZORAM,24.0,9.8,6.1,16163.6,53.6,0.5,16440.7,14407.4,2015,2015-04-06
2838.0,"PERIYAR AT KALADY, KERALA",MANIPUR,24.8,4.5,6.3,9741.0,40.8,3.3,46287.2,62429.7,2015,2015-04-07
3353.0,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",MEGHALAYA,24.9,7.4,6.2,4165.7,68.9,4.0,21345.1,63853.8,2015,2015-04-08
2426.0,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",ODISHA,21.4,3.1,7.7,8666.9,7.5,0.8,33340.6,40150.9,2015,2015-04-09
1150.0,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",GUJARAT,28.4,7.9,7.2,9477.8,68.9,11.4,4229.0,67462.5,2015,2015-04-10
1150.0,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",GUJARAT,29.2,9.1,7.2,4939.8,71.4,4.6,24178.5,40170.5,2015,2015-04-11
2331.0,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",KERALA,30.5,7.8,5.9,17323.8,20.4,1.3,34470.3,73630.8,2015,2015-04-12
1870.0,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER",HIMACHAL PRADESH,27.4,9.4,6.7,6175.2,58.0,6.1,28969.7,14721.3,2015,2015-04-13
1870.0,"THOUBAL RIVER AT YAIRIPOK, THOUBAL",HIMACHAL PRADESH,19.8,3.6,7.2,14534.0,33.8,9.6,9922.7,5071.3,2015,2015-04-14
